capture_id,capture_date_local,capture_time_local,subject_id,subject_id,image_basename,image_rank_in_capture,subject_id,subject_id,question__species,kingdom,phylum,class,order,family,genus,species,common_name
KAR_S1#A02#1#136,2017-12-29,13:52:53,28794919,28794919,KAR_S1_A02_R1_IMAG0362.JPG,3,28794919,28794919,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#139,2017-12-30,13:11:07,28794922,28794922,KAR_S1_A02_R1_IMAG0369.JPG,1,28794922,28794922,zebramountain,animalia,chordata,mammalia,perissodactyla,equidae,equus,equus zebra,mountain zebra
KAR_S1#A02#1#139,2017-12-30,13:11:07,28794922,28794922,KAR_S1_A02_R1_IMAG0370.JPG,2,28794922,28794922,zebramountain,animalia,chordata,mammalia,perissodactyla,equidae,equus,equus zebra,mountain zebra
KAR_S1#A02#1#139,2017-12-30,13:11:07,28794922,28794922,KAR_S1_A02_R1_IMAG0371.JPG,3,28794922,28794922,zebramountain,animalia,chordata,mammalia,perissodactyla,equidae,equus,equus zebra,mountain zebra
KAR_S1#A02#1#141,2017-12-30,13:52:14,28794924,28794924,KAR_S1_A02_R1_IMAG0375.JPG,1,28794924,28794924,zebramountain,animalia,chordata,mammalia,perissodactyla,equidae,equus,equus zebra,mountain zebra
KAR_S1#A02#1#141,2017-12-30,13:52:14,28794924,28794924,KAR_S1_A02_R1_IMAG0376.JPG,2,28794924,28794924,zebramountain,animalia,chordata,mammalia,perissodactyla,equidae,equus,equus zebra,mountain zebra
KAR_S1#A02#1#141,2017-12-30,13:52:14,28794924,28794924,KAR_S1_A02_R1_IMAG0377.JPG,3,28794924,28794924,zebramountain,animalia,chordata,mammalia,perissodactyla,equidae,equus,equus zebra,mountain zebra
KAR_S1#A02#1#142,2017-12-30,18:04:41,28794925,28794925,KAR_S1_A02_R1_IMAG0378.JPG,1,28794925,28794925,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#142,2017-12-30,18:04:41,28794925,28794925,KAR_S1_A02_R1_IMAG0379.JPG,2,28794925,28794925,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#142,2017-12-30,18:04:41,28794925,28794925,KAR_S1_A02_R1_IMAG0380.JPG,3,28794925,28794925,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#144,2018-01-01,07:08:28,28794927,28794927,KAR_S1_A02_R1_IMAG0382.JPG,1,28794927,28794927,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#144,2018-01-01,07:08:28,28794927,28794927,KAR_S1_A02_R1_IMAG0383.JPG,2,28794927,28794927,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#144,2018-01-01,07:08:28,28794927,28794927,KAR_S1_A02_R1_IMAG0384.JPG,3,28794927,28794927,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#146,2018-01-03,09:22:25,28794929,28794929,KAR_S1_A02_R1_IMAG0386.JPG,1,28794929,28794929,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#146,2018-01-03,09:22:25,28794929,28794929,KAR_S1_A02_R1_IMAG0387.JPG,2,28794929,28794929,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#146,2018-01-03,09:22:25,28794929,28794929,KAR_S1_A02_R1_IMAG0388.JPG,3,28794929,28794929,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#148,2018-01-05,10:04:34,28794931,28794931,KAR_S1_A02_R1_IMAG0392.JPG,1,28794931,28794931,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#148,2018-01-05,10:04:34,28794931,28794931,KAR_S1_A02_R1_IMAG0393.JPG,2,28794931,28794931,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#148,2018-01-05,10:04:34,28794931,28794931,KAR_S1_A02_R1_IMAG0394.JPG,3,28794931,28794931,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#149,2018-01-05,13:31:42,28794932,28794932,KAR_S1_A02_R1_IMAG0395.JPG,1,28794932,28794932,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#149,2018-01-05,13:31:42,28794932,28794932,KAR_S1_A02_R1_IMAG0396.JPG,2,28794932,28794932,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#149,2018-01-05,13:31:42,28794932,28794932,KAR_S1_A02_R1_IMAG0397.JPG,3,28794932,28794932,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#150,2018-01-05,13:33:05,28794933,28794933,KAR_S1_A02_R1_IMAG0398.JPG,1,28794933,28794933,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#150,2018-01-05,13:33:05,28794933,28794933,KAR_S1_A02_R1_IMAG0399.JPG,2,28794933,28794933,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#150,2018-01-05,13:33:05,28794933,28794933,KAR_S1_A02_R1_IMAG0400.JPG,3,28794933,28794933,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#151,2018-01-05,14:11:37,28794934,28794934,KAR_S1_A02_R1_IMAG0401.JPG,1,28794934,28794934,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#151,2018-01-05,14:11:37,28794934,28794934,KAR_S1_A02_R1_IMAG0402.JPG,2,28794934,28794934,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#151,2018-01-05,14:11:37,28794934,28794934,KAR_S1_A02_R1_IMAG0403.JPG,3,28794934,28794934,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#152,2018-01-05,14:15:34,28794935,28794935,KAR_S1_A02_R1_IMAG0404.JPG,1,28794935,28794935,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#152,2018-01-05,14:15:34,28794935,28794935,KAR_S1_A02_R1_IMAG0405.JPG,2,28794935,28794935,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#152,2018-01-05,14:15:34,28794935,28794935,KAR_S1_A02_R1_IMAG0406.JPG,3,28794935,28794935,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#153,2018-01-05,14:18:52,28794936,28794936,KAR_S1_A02_R1_IMAG0407.JPG,1,28794936,28794936,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#153,2018-01-05,14:18:52,28794936,28794936,KAR_S1_A02_R1_IMAG0408.JPG,2,28794936,28794936,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#153,2018-01-05,14:18:52,28794936,28794936,KAR_S1_A02_R1_IMAG0409.JPG,3,28794936,28794936,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#155,2018-01-06,17:23:38,28794938,28794938,KAR_S1_A02_R1_IMAG0411.JPG,1,28794938,28794938,ostrich,animalia,chordata,aves,struthioniformes,struthionidae,struthio,struthio camelus,ostrich
KAR_S1#A02#1#155,2018-01-06,17:23:38,28794938,28794938,KAR_S1_A02_R1_IMAG0412.JPG,2,28794938,28794938,ostrich,animalia,chordata,aves,struthioniformes,struthionidae,struthio,struthio camelus,ostrich
KAR_S1#A02#1#155,2018-01-06,17:23:38,28794938,28794938,KAR_S1_A02_R1_IMAG0413.JPG,3,28794938,28794938,ostrich,animalia,chordata,aves,struthioniformes,struthionidae,struthio,struthio camelus,ostrich
KAR_S1#A02#1#156,2018-01-07,07:41:53,28794939,28794939,KAR_S1_A02_R1_IMAG0414.JPG,1,28794939,28794939,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#156,2018-01-07,07:41:53,28794939,28794939,KAR_S1_A02_R1_IMAG0415.JPG,2,28794939,28794939,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#156,2018-01-07,07:41:53,28794939,28794939,KAR_S1_A02_R1_IMAG0416.JPG,3,28794939,28794939,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#157,2018-01-07,07:58:34,28794940,28794940,KAR_S1_A02_R1_IMAG0417.JPG,1,28794940,28794940,zebramountain,animalia,chordata,mammalia,perissodactyla,equidae,equus,equus zebra,mountain zebra
KAR_S1#A02#1#157,2018-01-07,07:58:34,28794940,28794940,KAR_S1_A02_R1_IMAG0418.JPG,2,28794940,28794940,zebramountain,animalia,chordata,mammalia,perissodactyla,equidae,equus,equus zebra,mountain zebra
KAR_S1#A02#1#157,2018-01-07,07:58:34,28794940,28794940,KAR_S1_A02_R1_IMAG0419.JPG,3,28794940,28794940,zebramountain,animalia,chordata,mammalia,perissodactyla,equidae,equus,equus zebra,mountain zebra
KAR_S1#A02#1#158,2018-01-07,07:59:35,28794941,28794941,KAR_S1_A02_R1_IMAG0420.JPG,1,28794941,28794941,zebramountain,animalia,chordata,mammalia,perissodactyla,equidae,equus,equus zebra,mountain zebra
KAR_S1#A02#1#158,2018-01-07,07:59:35,28794941,28794941,KAR_S1_A02_R1_IMAG0421.JPG,2,28794941,28794941,zebramountain,animalia,chordata,mammalia,perissodactyla,equidae,equus,equus zebra,mountain zebra
KAR_S1#A02#1#158,2018-01-07,07:59:35,28794941,28794941,KAR_S1_A02_R1_IMAG0422.JPG,3,28794941,28794941,zebramountain,animalia,chordata,mammalia,perissodactyla,equidae,equus,equus zebra,mountain zebra
KAR_S1#A02#1#159,2018-01-07,08:39:45,28794942,28794942,KAR_S1_A02_R1_IMAG0423.JPG,1,28794942,28794942,zebramountain,animalia,chordata,mammalia,perissodactyla,equidae,equus,equus zebra,mountain zebra
KAR_S1#A02#1#159,2018-01-07,08:39:45,28794942,28794942,KAR_S1_A02_R1_IMAG0424.JPG,2,28794942,28794942,zebramountain,animalia,chordata,mammalia,perissodactyla,equidae,equus,equus zebra,mountain zebra
KAR_S1#A02#1#159,2018-01-07,08:39:45,28794942,28794942,KAR_S1_A02_R1_IMAG0425.JPG,3,28794942,28794942,zebramountain,animalia,chordata,mammalia,perissodactyla,equidae,equus,equus zebra,mountain zebra
KAR_S1#A02#1#160,2018-01-08,08:37:11,28794943,28794943,KAR_S1_A02_R1_IMAG0426.JPG,1,28794943,28794943,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#160,2018-01-08,08:37:11,28794943,28794943,KAR_S1_A02_R1_IMAG0427.JPG,2,28794943,28794943,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#160,2018-01-08,08:37:11,28794943,28794943,KAR_S1_A02_R1_IMAG0428.JPG,3,28794943,28794943,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#161,2018-01-08,09:12:53,28794944,28794944,KAR_S1_A02_R1_IMAG0429.JPG,1,28794944,28794944,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#161,2018-01-08,09:12:53,28794944,28794944,KAR_S1_A02_R1_IMAG0430.JPG,2,28794944,28794944,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#161,2018-01-08,09:12:53,28794944,28794944,KAR_S1_A02_R1_IMAG0431.JPG,3,28794944,28794944,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#162,2018-01-08,09:37:33,28794945,28794945,KAR_S1_A02_R1_IMAG0432.JPG,1,28794945,28794945,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#162,2018-01-08,09:37:33,28794945,28794945,KAR_S1_A02_R1_IMAG0433.JPG,2,28794945,28794945,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#162,2018-01-08,09:37:33,28794945,28794945,KAR_S1_A02_R1_IMAG0434.JPG,3,28794945,28794945,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#163,2018-01-08,09:39:38,28794946,28794946,KAR_S1_A02_R1_IMAG0435.JPG,1,28794946,28794946,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#163,2018-01-08,09:39:38,28794946,28794946,KAR_S1_A02_R1_IMAG0436.JPG,2,28794946,28794946,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#163,2018-01-08,09:39:38,28794946,28794946,KAR_S1_A02_R1_IMAG0437.JPG,3,28794946,28794946,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#164,2018-01-09,11:50:39,28794947,28794947,KAR_S1_A02_R1_IMAG0438.JPG,1,28794947,28794947,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#164,2018-01-09,11:50:39,28794947,28794947,KAR_S1_A02_R1_IMAG0439.JPG,2,28794947,28794947,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#164,2018-01-09,11:50:39,28794947,28794947,KAR_S1_A02_R1_IMAG0440.JPG,3,28794947,28794947,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#165,2018-01-10,06:03:27,28794948,28794948,KAR_S1_A02_R1_IMAG0441.JPG,1,28794948,28794948,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#165,2018-01-10,06:03:27,28794948,28794948,KAR_S1_A02_R1_IMAG0442.JPG,2,28794948,28794948,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#165,2018-01-10,06:03:27,28794948,28794948,KAR_S1_A02_R1_IMAG0443.JPG,3,28794948,28794948,kudu,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus strepsiceros,greater kudu
KAR_S1#A02#1#166,2018-01-10,11:22:59,28794949,28794949,KAR_S1_A02_R1_IMAG0444.JPG,1,28794949,28794949,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#166,2018-01-10,11:22:59,28794949,28794949,KAR_S1_A02_R1_IMAG0445.JPG,2,28794949,28794949,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#166,2018-01-10,11:22:59,28794949,28794949,KAR_S1_A02_R1_IMAG0446.JPG,3,28794949,28794949,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#167,2018-01-10,15:32:53,28794950,28794950,KAR_S1_A02_R1_IMAG0447.JPG,1,28794950,28794950,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#167,2018-01-10,15:32:53,28794950,28794950,KAR_S1_A02_R1_IMAG0448.JPG,2,28794950,28794950,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#167,2018-01-10,15:32:53,28794950,28794950,KAR_S1_A02_R1_IMAG0449.JPG,3,28794950,28794950,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#168,2018-01-10,15:33:53,28794951,28794951,KAR_S1_A02_R1_IMAG0450.JPG,1,28794951,28794951,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#168,2018-01-10,15:33:53,28794951,28794951,KAR_S1_A02_R1_IMAG0451.JPG,2,28794951,28794951,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#168,2018-01-10,15:33:53,28794951,28794951,KAR_S1_A02_R1_IMAG0452.JPG,3,28794951,28794951,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#169,2018-01-10,15:35:00,28794952,28794952,KAR_S1_A02_R1_IMAG0453.JPG,1,28794952,28794952,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#169,2018-01-10,15:35:00,28794952,28794952,KAR_S1_A02_R1_IMAG0454.JPG,2,28794952,28794952,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#169,2018-01-10,15:35:00,28794952,28794952,KAR_S1_A02_R1_IMAG0455.JPG,3,28794952,28794952,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#170,2018-01-10,15:36:33,28794953,28794953,KAR_S1_A02_R1_IMAG0456.JPG,1,28794953,28794953,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#170,2018-01-10,15:36:33,28794953,28794953,KAR_S1_A02_R1_IMAG0457.JPG,2,28794953,28794953,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#170,2018-01-10,15:36:33,28794953,28794953,KAR_S1_A02_R1_IMAG0458.JPG,3,28794953,28794953,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#172,2018-01-11,05:25:16,28794955,28794955,KAR_S1_A02_R1_IMAG0460.JPG,1,28794955,28794955,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#172,2018-01-11,05:25:16,28794955,28794955,KAR_S1_A02_R1_IMAG0461.JPG,2,28794955,28794955,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#172,2018-01-11,05:25:16,28794955,28794955,KAR_S1_A02_R1_IMAG0462.JPG,3,28794955,28794955,eland,animalia,chordata,mammalia,artiodactyla,bovidae,tragelaphus,tragelaphus oryx,eland
KAR_S1#A02#1#173,2018-01-11,10:30:47,28794956,28794956,KAR_S1_A02_R1_IMAG0463.JPG,1,28794956,28794956,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#173,2018-01-11,10:30:47,28794956,28794956,KAR_S1_A02_R1_IMAG0464.JPG,2,28794956,28794956,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#173,2018-01-11,10:30:47,28794956,28794956,KAR_S1_A02_R1_IMAG0465.JPG,3,28794956,28794956,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#175,2018-01-13,09:29:27,28794958,28794958,KAR_S1_A02_R1_IMAG0467.JPG,1,28794958,28794958,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#175,2018-01-13,09:29:27,28794958,28794958,KAR_S1_A02_R1_IMAG0468.JPG,2,28794958,28794958,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#175,2018-01-13,09:29:27,28794958,28794958,KAR_S1_A02_R1_IMAG0469.JPG,3,28794958,28794958,gemsbokoryx,animalia,chordata,mammalia,artiodactyla,bovidae,oryx,oryx gazella,gemsbok
KAR_S1#A02#1#176,2018-01-13,14:47:18,28794959,28794959,KAR_S1_A02_R1_IMAG0470.JPG,1,28794959,28794959,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#176,2018-01-13,14:47:18,28794959,28794959,KAR_S1_A02_R1_IMAG0471.JPG,2,28794959,28794959,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#176,2018-01-13,14:47:18,28794959,28794959,KAR_S1_A02_R1_IMAG0472.JPG,3,28794959,28794959,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#177,2018-01-13,15:09:30,28794960,28794960,KAR_S1_A02_R1_IMAG0473.JPG,1,28794960,28794960,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#177,2018-01-13,15:09:30,28794960,28794960,KAR_S1_A02_R1_IMAG0474.JPG,2,28794960,28794960,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#177,2018-01-13,15:09:30,28794960,28794960,KAR_S1_A02_R1_IMAG0475.JPG,3,28794960,28794960,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#178,2018-01-13,15:14:02,28794961,28794961,KAR_S1_A02_R1_IMAG0476.JPG,1,28794961,28794961,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#178,2018-01-13,15:14:02,28794961,28794961,KAR_S1_A02_R1_IMAG0477.JPG,2,28794961,28794961,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#178,2018-01-13,15:14:02,28794961,28794961,KAR_S1_A02_R1_IMAG0478.JPG,3,28794961,28794961,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#179,2018-01-13,15:15:10,28794962,28794962,KAR_S1_A02_R1_IMAG0479.JPG,1,28794962,28794962,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#179,2018-01-13,15:15:10,28794962,28794962,KAR_S1_A02_R1_IMAG0480.JPG,2,28794962,28794962,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#179,2018-01-13,15:15:10,28794962,28794962,KAR_S1_A02_R1_IMAG0481.JPG,3,28794962,28794962,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#180,2018-01-13,15:16:28,28794963,28794963,KAR_S1_A02_R1_IMAG0482.JPG,1,28794963,28794963,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#180,2018-01-13,15:16:28,28794963,28794963,KAR_S1_A02_R1_IMAG0483.JPG,2,28794963,28794963,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#180,2018-01-13,15:16:28,28794963,28794963,KAR_S1_A02_R1_IMAG0484.JPG,3,28794963,28794963,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#181,2018-01-13,15:17:28,28794964,28794964,KAR_S1_A02_R1_IMAG0485.JPG,1,28794964,28794964,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#181,2018-01-13,15:17:28,28794964,28794964,KAR_S1_A02_R1_IMAG0486.JPG,2,28794964,28794964,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#181,2018-01-13,15:17:28,28794964,28794964,KAR_S1_A02_R1_IMAG0487.JPG,3,28794964,28794964,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#182,2018-01-13,15:19:18,28794965,28794965,KAR_S1_A02_R1_IMAG0488.JPG,1,28794965,28794965,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#182,2018-01-13,15:19:18,28794965,28794965,KAR_S1_A02_R1_IMAG0489.JPG,2,28794965,28794965,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#182,2018-01-13,15:19:18,28794965,28794965,KAR_S1_A02_R1_IMAG0490.JPG,3,28794965,28794965,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#183,2018-01-13,15:29:16,28794966,28794966,KAR_S1_A02_R1_IMAG0491.JPG,1,28794966,28794966,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#183,2018-01-13,15:29:16,28794966,28794966,KAR_S1_A02_R1_IMAG0492.JPG,2,28794966,28794966,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#183,2018-01-13,15:29:16,28794966,28794966,KAR_S1_A02_R1_IMAG0493.JPG,3,28794966,28794966,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#184,2018-01-13,15:32:13,28794967,28794967,KAR_S1_A02_R1_IMAG0494.JPG,1,28794967,28794967,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
KAR_S1#A02#1#184,2018-01-13,15:32:13,28794967,28794967,KAR_S1_A02_R1_IMAG0495.JPG,2,28794967,28794967,springbok,animalia,chordata,mammalia,artiodactyla,bovidae,antidorcas,antidorcas marsupialis,springbok
